document_id,document_title,document_type,issuer_id,issuer_name,recipient_name,recipient_email,status,sha256_hash,blockchain_tx_id,created_at,updated_at
DOC-6BBE8148FDB5,National Driver License Record - Campbell,Identity Credential,ORG-301,State Licensing Bureau,Elijah Campbell,elijah.campbell436@corpmail.org,Verified,f6826c2950d87edcf3e66be87b7c0be10ea46a1e15da87ba8e018757c4dbb9b3,0xd9edb40c2c22df8d25fef3de12c8f14df759dce4ad4fae5cb69157fb8453da0f,2025-01-27 06:17:25,2025-01-27 06:17:35
DOC-30791DD0536B,Emergency Room Admission Record - Baker,Medical Record,ORG-5140,Epic Interconnect Registry,Raymond Baker,raymond.baker977@federated.gov,Verified,d79b5e67732f6b818704f67615fe142056cb18a94604c7880738036e30468abd,0xa474a5a628378565e8a59990fc228cf62e31d664a7c3342d2bf4818d8ecff852,2024-12-18 11:30:27,2024-12-18 11:30:33
DOC-040F231882D2,Proof of Employment & Income - Adams,Employment Verification,ORG-1305,Apex Talent Verification Systems,Diane Adams,diane.adams510@federated.gov,Verified,0d1f7e4bb0df8c73b35452c630f88d6ccc5a18609358d09f847187d40d304813,0x00f8721e0bdc26b34fbb7cb68400ca11838fe90ee7a8ac131378691ad135a32e,2024-09-20 20:31:52,2025-03-09 22:09:34
DOC-FB84D2F75F45,Mid-Year Financial Audit - Snyder Capital,Financial Statement,ORG-1780,KPMG Attestation Services,Anthony Snyder,anthony.snyder748@company.com,Issued,69a4092a91834ca29dfe68013a8ed41898b09a4f683d9e5074f2769931300df0,0x277839f00467d7c44964390c98b412aa9a68f6a8eac0a597d56c82bacc67bb8e,2024-07-11 07:09:00,2024-09-24 11:13:54
DOC-96AD8534EDA7,Industrial Warehouse Property Title - Henderson,Real Estate Deed,ORG-7110,County Land Registry,Alan Henderson,alan.henderson128@example.com,Issued,9c2e668076caee6c3210eef3351d75b75185af7a7cd300a9ea42e561e42c95d5,0x8b3de731e4d6e207ae86ada77580fe12d37994a80b3c01a7b1178f1aad6e836d,2025-09-29 13:51:48,2025-09-29 13:51:54
DOC-42477E6A5ABB,Employment Verification - Harrison,Employment Verification,ORG-1305,Apex Talent Verification Systems,Lucas Harrison,lucas.harrison13@enterprise.net,Issued,0535bb9f123c23907276f2ba8bd3387a79313a7df07908bd6d7bd29069c31225,0x496f2e333eca6df2874db4e413da595dca12d7e97d254bfd80a0b742f67e6b42,2025-05-21 05:11:58,2025-05-21 05:12:05
DOC-BF6DF33546E8,Arbitration & Confidentiality Agreement - Lewis,Legal Contract,ORG-2490,Ironclad Document Trust,Anthony Lewis,anthony.lewis35@example.com,Verified,744e48a2b2fbfc1cb9a0c44007c7d48c81e0b6516b21795bd6f425a482ee7db2,0xdca7d94471d99928f1123922180b1b5fde746f214f99ee5f7b50bc6cadf21942,2024-10-21 06:33:52,2024-10-21 06:34:00
DOC-16A425FD9C02,Digital Passport Identity Credential - Judy Herrera,Identity Credential,ORG-6490,Global Passport & Biometric Custody,Judy Herrera,judy.herrera807@enterprise.net,Verified,38f9761c6ddd2b78171df64769adf6de0242709acf7de2eb,0x8face7ad3069fe54b0213a1167615ccdc5b826eb,2024-01-25 01:50:43,2024-03-28 17:38:33
DOC-D52912A6A1F5,Patient Clinical Summary - Samuel West,Medical Record,ORG-5290,Health Information Exchange (HIE),Samuel West,samuel.west310@mail.com,Verified,24d9ccb8536994d1c51a593e5c677a283de77d514585be10,0x0597bdd9ea90fea5d7686a9d57020660cc3729b0,2025-11-05 05:28:33,2026-03-29 09:35:44
DOC-FBF5AB32225D,GDPR & Data Privacy Attestation - William Davis,Compliance Certificate,ORG-9180,BSI Assurance & Certification Hub,William Davis,william.davis704@globalid.org,Verified,3599740badf7b114bfc2b43fc80440d75e554267cba77645eaa6a90829167451,0x86181ae151acadcc2ac20b565b83c62cf04d72b71ffa1606429066e9f33d8e93,2024-03-20 12:34:49,2024-03-20 12:34:52
DOC-B1A5ED1F6638,Annual Tax Filing 2024 - Tran,Tax Return,ORG-3410,National Tax Records Authority,Ashley Tran,ashley.tran965@secureverify.com,Verified,796cbcb4320a4cd1f14b5be7ee217b147c0c57ef6046f2c042e771b344d30cbb,0x0e8b3441da125e8a4f9b7b96cd59e245fb7e3ac02510a5b21b8326b05f19975f,2024-11-22 13:10:58,2024-11-22 13:11:05
DOC-F2B8C0EE642D,National Driver License Record - Hernandez,Identity Credential,ORG-6099,National Identity Bureau,Jacob Hernandez,jacob.hernandez12@secureverify.com,Verified,3b9ad34f348377a888f78dd64b17f3324291e0b4f274a92b1e4f6c0f63bd729b,0xf493aea9a432ebbc83fe365aed8ffaf39c6603193d792f09ea91ed78e03920df,2025-06-21 10:42:04,2025-06-21 10:42:05
DOC-5EBA130A1920,State ID & Citizenship Verification - George Vasquez,Identity Credential,ORG-6490,Global Passport & Biometric Custody,George Vasquez,george.vasquez168@federated.gov,Verified,7601fef32918e266a0df159c70203a4e888288c32ba26aafd473a6bb0e751a9b,0x5f8c7f651fde03cd79efbb1c31862e40fce5a123319e65d155b9cf96d3d15652,2024-10-15 01:23:57,2025-02-25 05:52:31
DOC-DC1DE5AD12F7,Vendor Purchase Agreement - Shirley Hamilton,Legal Contract,ORG-2311,Global Contract Repository,Shirley Hamilton,shirley.hamilton881@federated.gov,Issued,c785033f2d68ff6d74821744d2c331a723a2ecc22e1e9f6d052cb53f4ff3d942,0x377335353461e4d75c38e47361e13bb6b1e1bed407c531e4127f77b78ef4a282,2024-03-13 00:39:28,2024-03-13 00:39:38
DOC-5465D9969427,PCI-DSS Level 1 Compliance Certification - Sanders,Compliance Certificate,ORG-9011,TrustVerify Standards,Justin Sanders,justin.sanders719@mail.com,Verified,4f09db66bec2912539f391112d9c941853fbeec249a5a9cafc4d1da52447492e,0x88a0f39f1739293fd30a0a46e7ffef183a8ebe17a88054da8af74654ef1e2c8d,2024-09-02 21:45:27,2025-01-10 16:59:35
DOC-10FC6134BF29,State Tax Clearance Certificate - Randy Perez,Tax Return,ORG-3255,Municipal Tax Registry,Randy Perez,randy.perez415@secureverify.com,Pending,2a8f6a92249d8b6280b8dee85e1f6393a73bb7436a6ebf543ededc945333af6d,0x9c3534a0395948283a9617ff5cb5fcc80b603c2a0f0b19069379bec26d21aeb5,2024-07-24 18:28:17,2024-11-08 13:51:09
DOC-CE7034E51FFB,Doctoral Candidacy Verification - James Jones,Academic Transcript,ORG-4120,National Student Clearinghouse,James Jones,james.jones937@trustnet.io,Issued,9cc468f96676683b5bbc7fe1c408df84e669481e65a0140fab18d36b17134262,0x1c3f7d07b9ed521eea79b53922df18fa6d998cdcf07f0bb86f083d519c01b364,2024-05-02 06:26:52,2024-07-15 14:43:52
DOC-A8A4FCA63B07,AI Neural Architecture Patent - Romero,Patent Filing,ORG-8390,WIPO International Patent Hub,Susan Romero,susan.romero890@mail.com,Issued,5fa93fde51311ca04647ea706a93682507c4468b8cf5d26ce02967136eea110b,0xcbcb165278d61678e5dcd9517678001a82da005692f2cb1afe701d30cc265453,2024-07-22 19:38:32,2024-12-04 04:05:29
DOC-E70B803BE983,Withholding & Wage Tax Statement - Gutierrez,Tax Return,ORG-3580,Global Tax Compliance Registry,Terry Gutierrez,terry.gutierrez629@techhub.io,Issued,96f21c8ffab4e3341b91f8615f717e839755b102b1d51c66,0x08951255aa04e41a0ad2338e01b60902a7bed076,2025-02-13 01:13:18,2025-02-13 01:13:24
DOC-FE74AE9DB7F2,ISO 27001 Information Security Certificate - Phillips,Compliance Certificate,ORG-9480,AICPA SOC Reporting Authority,Melissa Phillips,melissa.phillips644@company.com,Revoked,0422874f61db3756a3aae3a77ae05250b63b2f367d598840,0xd7b6b8c44b1a34231ce15a52fdbb6385d698066c,2025-10-23 06:03:37,2025-10-23 06:03:46
DOC-0CDF87CE4E93,Corporate Tax Return Form 1120 - Morales LLC,Tax Return,ORG-3410,National Tax Records Authority,Christian Morales,christian.morales114@corpmail.org,Verified,75d2fee4865165ace3fb1f9f5feff005f40f883043606ad740556d99a10be4ca,0x34e9ceec16551f6e862e2a4985f9d232c7a25d05983b0093550f9f5e1f877509,2025-09-14 04:39:43,2025-09-14 04:39:48
DOC-1BB42B81F9EA,Arbitration & Confidentiality Agreement - Cox,Legal Contract,ORG-2019,Apex Legal Group,Christian Cox,christian.cox570@mail.com,Verified,d0ba534f32339ec87cc5336d4639a3265ee7cfe5eeef0d77,0x941d5f745845eac42ac11d20bf07bbae107c4e8f,2025-02-22 21:42:32,2025-08-18 23:19:43
DOC-4ACDB6A29E34,Work History Attestation - Megan Tucker,Employment Verification,ORG-1288,Equifax Workforce Solutions Partner,Megan Tucker,megan.tucker704@example.com,Expired,234d8d1f0b980a3a2e59d9f884b9d266b2d38b592db98803145cefb640df40ed,0x6eda4b4ec029185351b59345bfb3d2981d9e7d60f62bb1121b893ee9ff8c90bd,2025-02-26 23:00:10,2025-02-26 23:00:14
DOC-2EFF4D4E987C,Tenure & Position Verification - Vincent Gonzales,Employment Verification,ORG-1190,Global HR Trust Consortium,Vincent Gonzales,vincent.gonzales46@example.com,Pending,18e82e5d6c1cf3c9b3e8200e119e8643e6b9e0cda52f4545,0x962786158d58300e6d6c5c0d5d4ada74a13b71d7,2024-03-27 23:23:44,2024-06-24 11:05:21
DOC-FC790AA2DD62,Annual Tax Filing 2025 - Richard Russell,Tax Return,ORG-3410,National Tax Records Authority,Richard Russell,richard.russell471@example.com,Pending,e90821dc5b90a347ff83c334ce2f5dfeea4e452775fdcc68,0x1bc4bf27981e814bed3735870db4ae1f728df9b9,2025-01-28 14:52:19,2025-04-05 20:24:11
DOC-CF62CB9AD0CE,Vendor Purchase Agreement - Joseph Edwards,Legal Contract,ORG-2490,Ironclad Document Trust,Joseph Edwards,joseph.edwards196@techhub.io,Verified,12477ed8a054fc9ebc40e6fc7f255cf0339c314da595b28d415039771d6bde98,0x0356bcb2c55cbab1e3ce13ecdd7953603f6de72e2d246ee94f3d7702ba9b7289,2024-03-14 16:52:19,2024-03-14 16:52:26
DOC-038ED431CF74,Non-Disclosure Agreement (NDA) - West,Legal Contract,ORG-2311,Global Contract Repository,Marilyn West,marilyn.west510@mail.com,Issued,10684655ffc3cb55bc3fcc012bb994bbba9928166defc36784427106626a581e,0x8a6f1246cb2769813effeb06c00ee9954d2cdc49b7f73f3547cd89adf0334abc,2025-03-24 15:48:34,2025-03-24 15:48:34
DOC-3686D7379835,Suburban Land Title Deed - Silva,Real Estate Deed,ORG-7390,Metropolitan Property Records,Willie Silva,willie.silva743@techhub.io,Verified,21d721df28d3ab2ef45c63945779923f3102d214e97a35bc34cac428c1f0d56e,0xcb6019bc72f244638e378accd82e03546983c897b385b152ae12462321ba618d,2025-04-14 19:54:27,2025-08-27 23:41:22
DOC-4864833A2712,Global Entry Credential Record - Turner,Identity Credential,ORG-6380,CLEAR Verified Identity Authority,Wayne Turner,wayne.turner757@globalid.org,Verified,b48c4b38f9d2fdcffb9ab6a6e05b9b35a943112b60a3f5152078d4b855faa760,0x83ff9f84d39130273e91499f25f69e2943ee78975c5e925b81f256623a5bca2c,2024-01-27 12:34:47,2024-05-26 02:14:41
DOC-1106F6270AEA,Annual Tax Filing 2024 - Vasquez,Tax Return,ORG-3410,National Tax Records Authority,Andrea Vasquez,andrea.vasquez563@enterprise.net,Issued,1798e43c58dbcbe1cdd6a334fc8f46484cb2410077730d8e43ae5690e398d7be,0x6c2afe9ffe05ff167e9b017c19ed28cd60addb1ca245d5256b7513354379bec6,2025-11-07 16:31:37,2026-04-06 11:37:36
DOC-A53766D92142,Quarterly Tax Estimation Statement - Collins,Tax Return,ORG-3109,Federal Revenue Service Center,Kenji Collins,kenji.collins31@secureverify.com,Verified,ac5e512e7f45b6db0b266dd86d0c0aa98dc3e561def7e04720cfabc67eecd39a,0x17ce5f235c47f4cf331b8dcae3714b382b29909b170114a064dedb9e280b0beb,2024-03-24 15:45:52,2024-03-24 15:45:54
DOC-3203D7A586B5,Quantum Encryption System Patent - Christopher Medina,Patent Filing,ORG-8440,European Patent Office Registry,Christopher Medina,christopher.medina536@secureverify.com,Issued,d7da80a789758e42cc03588a22255d20c4381adf0e2c2e3dd5d85a00e3c8584c,0x4f3328d35b73cde212db254fecd48f22b20b729ceb5e5b27cb955aa7df7a7ea4,2026-05-28 19:22:25,2026-10-08 20:56:11
DOC-E0DD5FDA1F0E,Quantum Encryption System Patent - Kimberly Tucker,Patent Filing,ORG-8440,European Patent Office Registry,Kimberly Tucker,kimberly.tucker897@techhub.io,Expired,55953ab36ba28550e6a91aa87adf73ea75a979cddc47d81ef8159c5d1feafbcf,0x729e16869577ac6a20e8989ce576fdafcc0e1753a1daa310267b0b422f175430,2025-06-03 05:21:46,2025-08-04 03:57:47
DOC-7D3EDCF92D33,Profit and Loss Statement - Samantha Ross,Financial Statement,ORG-1396,Meridian Document Custody,Samantha Ross,samantha.ross107@corpmail.org,Issued,81d64af779be44c6077323ef0f2d874d9f50f59d3e04759951921f4d77274514,0x57e3ff2391817217d876458e60cf888d02357450c8f24556cbc346a9e8a24319,2025-03-25 19:47:34,2025-08-09 19:26:30
DOC-CAEBD80A96CB,ISO 9001 Quality Management Certificate - Sanders,Compliance Certificate,ORG-9011,TrustVerify Standards,Matthew Sanders,matthew.sanders647@federated.gov,Verified,1d50a1624782237fab69e9db9de9acfff18f6c750b668be7b2738d2e99a6143a,0x7118e9f3554bcec53cedadb382278b105c3536872ebf70ffbec26d78988b1e1e,2025-05-17 01:35:20,2025-05-17 01:35:21
DOC-EF136D99990C,HIPAA Security Rule Compliance Certificate - Woods Health,Compliance Certificate,ORG-9290,TUV Rheinland Standards Registry,Shirley Woods,shirley.woods433@globalid.org,Issued,f5bdb393a557cb6f3f5aed19a3f57505f7aaa316012872e2d278bd7a49105671,0x885e54e60cda030822d6765a0474d527bbc93f9e42e82473da975fbf5e08a56b,2025-03-29 10:55:03,2025-03-29 10:55:03
DOC-4249533B3235,Individual Income Tax Return Form 1040 - Ronald Harrison,Tax Return,ORG-3410,National Tax Records Authority,Ronald Harrison,ronald.harrison269@company.com,Pending,7c8da970f0db0c155a3586c9c2cf3e089f7dd3c3d0664b2db9171c3693a8c895,0xe3208a033513850920a4710d325a0fd4a0677d3841ea97d631d1c7646c76b4f8,2024-05-13 06:06:21,2024-05-13 06:06:25
DOC-1C7DF284AEB4,Semiconductor Fabrication Method Patent - Karen Guzman,Patent Filing,ORG-8390,WIPO International Patent Hub,Karen Guzman,karen.guzman966@trustnet.io,Verified,f2045479ff1b5400c935edea887fa7ca061973c5a25c5acf6b3596be2b6e9cce,0x3cce2db476d6c5d1551db5cc1637b589406bc202bc04110ec71fded2c8d77667,2026-01-19 09:22:17,2026-01-19 09:22:21
DOC-4CF25A126677,Permanent Resident Card Verification - Eric Bennett,Identity Credential,ORG-301,State Licensing Bureau,Eric Bennett,eric.bennett858@corpmail.org,Verified,0e063b2999e583bc0ee50762e9d7b38bc19062815fc470081b43137b8cc01358,0x089306cba49566fd14ea04b5ceb51abeeb85f26506e80a6bd8b89f80ed1503d7,2024-03-23 04:26:19,2024-06-04 05:21:49
DOC-CE0D5A76AAC6,PCI-DSS Level 1 Compliance Certification - Ruiz,Compliance Certificate,ORG-9480,AICPA SOC Reporting Authority,Kathleen Ruiz,kathleen.ruiz250@mail.com,Issued,7d403081f268f3c26345c80365dd128e109ddeecfaf9c891e4d42ed5fff004f1,0xa63a719ca16e68e46a98578de8281ebcd6e7e617cca82b6fc8b7e350a6f6ec97,2024-05-04 01:25:13,2024-05-04 01:25:18
DOC-E7CAF1C2162B,Doctoral Candidacy Verification - Stephen Ross,Academic Transcript,ORG-4401,Global Education Registry,Stephen Ross,stephen.ross862@secureverify.com,Issued,19097b18ca45775a68b0cc06146ebcfb45279e14e066d39f26bb1909d0957b3e,0x5629f3478df3fa375690028878fbd8044a9347dbbcbbcb0c3e3e96d27425ad09,2024-08-11 19:04:29,2024-08-11 19:04:32
DOC-744144C45ED8,Suburban Land Title Deed - Evans,Real Estate Deed,ORG-7110,County Land Registry,Kevin Evans,kevin.evans519@enterprise.net,Issued,a0e8df2e9a6959ed446720d2f9536cf4edff45a267cb207c,0xaa65d9ecf3f203e1b16f6334e82a2ed769e69fe6,2026-03-20 23:07:03,2026-06-12 15:29:19
DOC-B27EBEEC61E0,Official Academic Transcript - Joe Perry,Academic Transcript,ORG-4280,Parchment Academic Trust,Joe Perry,joe.perry263@federated.gov,Pending,22798b6cad4ff2c781a1cc9d68411457cc033a2ccb0ef84e432c65f584024905,0x0a86dcb390ce9dba1bed4e45494cc34e4dd607d07dd1d97ad8e35fb043684bfc,2026-02-06 07:26:51,2026-06-27 05:45:33
DOC-BAB3F62FF813,Postgraduate Attestation & Diploma - Johnson,Academic Transcript,ORG-4390,University Registrar Consortium,Marcus Johnson,marcus.johnson990@techhub.io,Verified,ecbb7ba9a983baebfd71cefc63c23c8bf23b6209b7202767,0x056358b9c4a4285121144b63fb498813b1143ee0,2025-04-24 00:12:26,2025-08-10 14:28:28
DOC-58134D854AC5,ISO 14001 Environmental Management Attestation - Kelly,Compliance Certificate,ORG-9180,BSI Assurance & Certification Hub,Judith Kelly,judith.kelly309@techhub.io,Verified,0ef824a3ad9fb38f7959b8648758737164b82bf77bafc440,0xe08f1817b69126a872802d2e4ff62aea05705ca9,2025-08-06 02:51:18,2025-08-06 02:51:19
DOC-F450C38B9BCF,Commercial Land Deed - Lot 4 - Betty Reyes,Real Estate Deed,ORG-7240,Title Guarantee & Deed Repository,Betty Reyes,betty.reyes629@trustnet.io,Revoked,2c4d6476d1597f310e1a1153d75b5cca1aea70016aa635fc10eb3c481f4a7f49,0x72ce6957855ab1249aeb3b44f45e51eec660352ce39bc43e0740ec5d5876f077,2025-02-16 00:39:06,2025-05-18 08:57:37
DOC-4156D333FCF3,Non-Disclosure Agreement (NDA) - Harris,Legal Contract,ORG-2019,Apex Legal Group,Sarah Harris,sarah.harris563@techhub.io,Verified,c426e0f356a7aa7be160cefb89a02b1c0838a9819e880038adbf0c3b0947e6dd,0x07b3523253af188886edb1e1c8295e04b31139a59167c0c89289e77cfd8fce1a,2025-10-28 09:09:36,2025-10-28 09:09:45
DOC-FC52852AEB2E,Doctoral Candidacy Verification - Janice Ruiz,Academic Transcript,ORG-4550,International Degree Attestation Office,Janice Ruiz,janice.ruiz83@enterprise.net,Verified,48e8b90bc97ac4e6f7be39dcf23f3904fe72dd74142dd6bfc636acd2eebd666f,0xd6c41a23ab1bc453840b84085f4f102c524cad3d92070a0944bf6e77a9431996,2024-08-04 19:15:59,2024-08-04 19:16:08
DOC-D127BFCD3B60,Outpatient Clinical Notes - Larry Henderson,Medical Record,ORG-5490,National BioHealth Repository,Larry Henderson,larry.henderson810@trustnet.io,Expired,fadc7b0e3a5dac0a96f416752bc90937896e47d72d1e904f,0xa85842bb83725d98b90fceb06925e007bbc6126c,2025-07-08 11:11:38,2025-11-21 15:08:45
DOC-2B6A2C3F56B7,Quantum Encryption System Patent - Victoria James,Patent Filing,ORG-8250,USPTO Electronic Patent Ledger,Victoria James,victoria.james3@techhub.io,Verified,4374065337492b6f315c668911a5028fd420fdeaceea465777154e05f84418e9,0xbf143b087ea2a76193f02b36e2e95978335769bfdfc62b9b11e112e4c81181fb,2024-08-31 06:21:49,2025-01-21 14:25:37
DOC-51E8DE789346,Official Academic Transcript - Barbara Torres,Academic Transcript,ORG-4120,National Student Clearinghouse,Barbara Torres,barbara.torres74@federated.gov,Issued,ff6eddf9284eb7c1f5ae6c4ba3160cde3ac9c7b8a8b741bafd2fe14be3b330fe,0x4c016e25f3988f86baa6dbf692fdc8a3e02f190de6f68f83d0218d61c98b529b,2026-05-06 17:29:31,2026-07-24 20:26:15
DOC-1E920967829E,Non-Disclosure Agreement (NDA) - Parker,Legal Contract,ORG-2019,Apex Legal Group,Melissa Parker,melissa.parker425@corpmail.org,Issued,4cbffbb48ed4e2b8082fedff4eccf5070a0c5060dde06bfc4a1396c7161e1f06,0xa402e49dfb307a7dc75017c3eedc540d498b36b89d3f59bffa9f894b34f1a41d,2024-10-16 15:04:26,2024-10-16 15:04:35
DOC-3D1A8CAFEC2C,Corporate Tax Return Form 1120 - Mendoza LLC,Tax Return,ORG-3341,State Tax Authority,Ashley Mendoza,ashley.mendoza975@example.com,Verified,df4893116a3ef5ab6b1539a52449652d1aaf900ba7a820f3b17933bf24ee5764,0xcea4106c7768e2b4f5f1af32979cbaddac0ea2c35f9abd92bcb58da26fd6eef1,2024-12-17 12:06:40,2025-05-06 16:25:56
DOC-1A062F2FE4F0,Global Entry Credential Record - Freeman,Identity Credential,ORG-301,State Licensing Bureau,Randy Freeman,randy.freeman379@company.com,Verified,38718bf691e7a8baf51eceb5de57357f4e1f7dc065b3de184f7a14a68547dc7b,0x5daaf6ccbc7e83e1e28fb7f98e437aa61f8491d870107bbb5655b2986f184968,2024-02-19 20:32:32,2024-07-12 07:36:30
DOC-71E195B2F0D2,Doctoral Candidacy Verification - Dennis Vasquez,Academic Transcript,ORG-4280,Parchment Academic Trust,Dennis Vasquez,dennis.vasquez601@federated.gov,Pending,e54744a55e0ed42c0a14e489c6f953700090c630c8fd49b4d53623f2b68687dc,0xa9bdfc6d58cfe272a6ccd1bca424b01708ff72c864aca5eb95be91883cfdd4c7,2026-01-16 10:42:39,2026-03-19 02:19:14
DOC-25A91066429A,Global Entry Credential Record - Alexander,Identity Credential,ORG-6490,Global Passport & Biometric Custody,Olivia Alexander,olivia.alexander298@enterprise.net,Verified,2bce617106252d504bdfe1a86f02f10b94928fe3e860c4cbbfe404e0c4e3c92e,0x62d50e5ab8d302690af8ba150946cdfefb7623d51d4528ef5da8ba8cb7e87515,2025-01-27 09:42:58,2025-01-27 09:43:01
DOC-9F1EDF68AE60,Work History Attestation - Carl Shaw,Employment Verification,ORG-1446,Beacon Registry Services,Carl Shaw,carl.shaw659@enterprise.net,Verified,dba3906b47ca383cf193dcfe4859e1f89e488747ef81f3f0,0x1159c04b0801cf48973a96cd18e655f55c7376fb,2025-05-05 12:52:28,2025-05-05 12:52:35
DOC-D0044707FA62,Postgraduate Attestation & Diploma - Foster,Academic Transcript,ORG-4401,Global Education Registry,Olivia Foster,olivia.foster71@secureverify.com,Expired,16db8bf9ba77a4440927bb560175c9a1e630e29f9010e8b1,0x31aeae8aabecd21681af818c54a9f3a3145781bf,2024-07-10 08:47:56,2024-07-10 08:48:01
DOC-E8B23E45CF7D,Arbitration & Confidentiality Agreement - Robinson,Legal Contract,ORG-2311,Global Contract Repository,Karen Robinson,karen.robinson913@trustnet.io,Verified,dae467b0a5cf5baa429c7606f2b2744f6387f942ed56b258,0x5a8ce22403d736862edc96a25f08c3e3d282e7e4,2025-12-03 22:22:19,2026-03-13 21:21:10
DOC-3B3885A08DDD,Work History Attestation - Thomas Chavez,Employment Verification,ORG-1446,Beacon Registry Services,Thomas Chavez,thomas.chavez56@globalid.org,Pending,6552ba59a3e60597c84f2074876a7688bb245e641a57d61eac233310e721fb74,0x1562b9606c452d59b2d05a81fda39aa5abc094484d70510434ff498a8a54e13d,2024-04-06 08:09:14,2024-04-06 08:09:23
